host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_records,number_of_reviews,price,review_scores_rating
9/7/2011,Cozy Room in the East Village,Manhattan,Apartment,90.0,Private room,10009.0,1.0,1,19,85,93.0
9/7/2011,Spacious Room in a Sunny Harlem Apt,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,9,93,100.0
9/8/2011,Brooklyn Heights Studio,Brooklyn,Apartment,90.0,Entire home/apt,11201.0,1.0,1,4,150,94.0
9/8/2011,3 Bedroom Fort Greene Loft,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,3.0,1,5,170,100.0
9/8/2011,Spacious 1BR NYC home base in BKLN!,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,1.0,1,8,97,97.0
9/8/2011,"BOERUM HILL, Brooklyn -3-Level Loft",Brooklyn,Apartment,100.0,Entire home/apt,11217.0,2.0,1,1,250,100.0
9/8/2011,Beautiful Brownstone Apt w/ Garden,Brooklyn,Apartment,95.0,Entire home/apt,11231.0,1.0,1,7,160,97.0
9/8/2011,New 1BR Luxury in Williamsburg,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,2.0,1,5,250,100.0
9/8/2011,Luxury Meatpacking w/Private Garden,Manhattan,Apartment,100.0,Entire home/apt,10011.0,2.0,1,4,495,100.0
9/8/2011,Spacious 1 Bedroom Apartment,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,1,250,94.0
9/8/2011,Luxury Apt Meatpacking West Village,Manhattan,Apartment,100.0,Entire home/apt,10011.0,1.0,1,11,290,100.0
9/8/2011,LARGE STUDIO IN MIDTOWN MANHATTAN!!,Manhattan,Apartment,95.0,Entire home/apt,10016.0,1.0,1,67,150,95.0
9/8/2011,"Spacious 2BR/2BA, Great Location!",Manhattan,Apartment,90.0,Entire home/apt,10128.0,2.0,1,0,205,94.0
9/8/2011,Spacious Sun-filled Artists Loft,Manhattan,Loft,90.0,Entire home/apt,10013.0,1.0,1,7,160,93.0
9/8/2011,Cozy Room - Amazing Apt - Best Area,Manhattan,Apartment,95.0,Private room,10021.0,1.0,1,65,90,99.0
9/8/2011,Your Haven in the Upper West Side,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,3,95,93.0
9/8/2011,Great place to sleep in Time square,Manhattan,Apartment,90.0,Shared room,10019.0,1.0,1,0,79,94.0
9/9/2011,Historic Brownstone Duplex,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,4.0,1,1,225,100.0
9/9/2011,Charming Brownstone Flat,Brooklyn,Apartment,65.0,Entire home/apt,11205.0,2.0,1,7,245,68.0
9/9/2011,Perfect East Village Apartment,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,2,300,97.0
9/9/2011,GREAT LOCATION!! Chelsea 1-Bdrm,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,15,185,94.0
9/9/2011,Central Harlem Gem w/ Private Patio,Manhattan,Apartment,90.0,Entire home/apt,10035.0,1.0,1,1,115,94.0
9/10/2011,"Big, sunny 2BR w Manhattan views!",Brooklyn,Apartment,95.0,Entire home/apt,11211.0,4.0,1,4,189,98.0
9/10/2011,Comfortable Artist Loft,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,2,207,100.0
9/10/2011,FULLY FURNISHED LARGE STUDIO!PRIME,Manhattan,Apartment,75.0,Entire home/apt,10021.0,2.0,1,48,160,76.0
9/10/2011,Entire 1 Bedroom Spacious Apt,Manhattan,Apartment,95.0,Entire home/apt,10040.0,1.0,1,5,98,96.0
9/10/2011,MADISON AVE HOTEL STYLE STUDIO! WOW,Manhattan,Apartment,85.0,Entire home/apt,10128.0,2.0,1,4,170,85.0
9/10/2011,A beautiful room  in New york,Manhattan,Apartment,95.0,Private room,10030.0,1.0,1,7,82,97.0
9/11/2011,Quintessential New York Studio,Manhattan,Apartment,100.0,Entire home/apt,10003.0,2.0,1,8,200,100.0
9/11/2011,Adorable East Village studio,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,70,155,93.0
9/11/2011,Newly renovated East Village 1BR,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,46,159,93.0
9/11/2011,Beautiful  brownstone room,Brooklyn,House,80.0,Private room,11216.0,2.0,1,2,105,80.0
9/11/2011,large spacious room,Brooklyn,House,90.0,Private room,11216.0,1.0,1,76,95,90.0
9/11/2011,large spaciousbrownstone house,Brooklyn,House,85.0,Private room,11216.0,2.0,1,31,122,87.0
9/11/2011,Nice&cozy room in the heart of SoHo,Manhattan,Apartment,80.0,Private room,10012.0,1.0,1,13,100,82.0
9/11/2011,room for rent,Queens,Apartment,90.0,Private room,11101.0,1.0,1,43,125,93.0
9/12/2011,Sunny Brooklyn apt for cat-lover!,Brooklyn,Apartment,80.0,Entire home/apt,11205.0,1.0,1,11,115,84.0
9/12/2011,Great Apt. in Trendy Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,0,142,94.0
9/12/2011,Sunny 3 bedroom with garden terrace,Brooklyn,Apartment,100.0,Entire home/apt,11218.0,3.0,1,2,150,100.0
9/12/2011,Sunny Clinton Hill Apt w/Patio,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,2.0,1,1,149,100.0
9/12/2011,Sunny 1BD Apt near Bedford Ave,Brooklyn,Apartment,95.0,Entire home/apt,11249.0,2.0,1,10,160,98.0
9/12/2011,Hip Brooklyn Photo Studio Loft!,Brooklyn,Loft,85.0,Entire home/apt,11237.0,3.0,1,16,245,89.0
9/12/2011,"Huge, Sunny n Swank Brooklyn loft!",Brooklyn,Loft,95.0,Entire home/apt,11237.0,3.0,1,17,270,95.0
9/12/2011,Beautiful apartment in LES!,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,1,199,100.0
9/12/2011,LOCATION LOCATION LOCATION Abigail,Manhattan,Apartment,85.0,Entire home/apt,10010.0,3.0,1,35,250,86.0
9/12/2011,LOCATION LOCATION LOCATION Liraz's,Manhattan,Apartment,85.0,Entire home/apt,10010.0,3.0,1,45,250,88.0
9/12/2011,LOCATION LOCATION LOCATION Sara's,Manhattan,Apartment,85.0,Entire home/apt,10010.0,3.0,1,51,250,88.0
9/12/2011,LG 1 BR APT IN MIDTOWN W/ TIMES SQ,Manhattan,Apartment,85.0,Entire home/apt,10019.0,2.0,1,195,145,88.0
9/12/2011,"UES 1br, Central Park",Manhattan,Apartment,90.0,Entire home/apt,10029.0,2.0,1,0,135,94.0
9/12/2011,A Modern Flat 2 stops to Midtown,Manhattan,Apartment,100.0,Entire home/apt,10030.0,2.0,1,11,127,100.0
9/12/2011,AMAZING 1 BR- TIME SQUARE-SLEEPS 4,Manhattan,Apartment,90.0,Entire home/apt,10036.0,2.0,1,118,145,91.0
9/12/2011,GREAT 1BR-TIMES SQ/ MIDTOWN WEST,Manhattan,Apartment,90.0,Entire home/apt,10036.0,2.0,1,182,145,90.0
9/12/2011,CUTE 1 BR-Midtown East/Central Park,Manhattan,Apartment,80.0,Entire home/apt,10065.0,2.0,1,53,110,84.0
9/12/2011,Sunny bedroom near Prospect Park,Brooklyn,Apartment,90.0,Private room,11218.0,1.0,1,0,75,94.0
9/12/2011,house for rent,Manhattan,Loft,90.0,Private room,10027.0,1.0,1,0,200,94.0
9/12/2011,One bedroom with patio,Queens,Apartment,90.0,Private room,11102.0,1.0,1,0,80,94.0
9/12/2011,Sofa bed in central Williamsburg,Brooklyn,Apartment,100.0,Shared room,11249.0,1.0,1,8,50,100.0
9/13/2011,Warm 2br home w/backyard,Brooklyn,Apartment,85.0,Entire home/apt,11213.0,2.0,1,7,140,89.0
9/13/2011,"Modern, Sunny 1 BR in Boerum Hill!",Brooklyn,Apartment,100.0,Entire home/apt,11217.0,1.0,1,3,185,100.0
9/13/2011,Brooklyn Brownstone Living!,Brooklyn,Apartment,90.0,Entire home/apt,11233.0,3.0,1,21,98,94.0
9/13/2011,Wonderful artists' loft in Brooklyn,Brooklyn,Loft,90.0,Entire home/apt,11225.0,5.0,1,0,289,94.0
9/13/2011,Living La LES,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,1,36,125,88.0
9/13/2011,BEST DEAL IN CHELSEA 1 bdrm NYC,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,12,199,96.0
9/13/2011,Cozy West Village Apartment,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,0,160,94.0
9/13/2011,1 Bedroom next to Central Park,Manhattan,Apartment,90.0,Entire home/apt,10128.0,1.0,1,0,175,94.0
9/13/2011,Huge pre-war 30 min from Manhattan,Brooklyn,Apartment,85.0,Private room,11230.0,1.0,1,3,65,87.0
9/13/2011,"Stuy in my ""Bed""stuy",Brooklyn,House,90.0,Private room,11233.0,1.0,1,6,69,90.0
9/14/2011,"Sun Drenched, Spacious Apartment",Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,0,115,94.0
9/14/2011,Cozy two bedroom in L.E.S.,Manhattan,Apartment,90.0,Entire home/apt,10002.0,3.0,1,106,220,94.0
9/14/2011,"Cozy, Newly-renovated LES Apartment",Manhattan,Apartment,100.0,Entire home/apt,10002.0,2.0,1,4,187,100.0
9/14/2011,Modern Chinatown One Bedroom,Manhattan,Apartment,95.0,Entire home/apt,10002.0,2.0,1,6,150,95.0
9/14/2011,2 BR apt in heart of East Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,3.0,1,142,249,93.0
9/14/2011,Quiet 1 BR in heart of East Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,46,139,94.0
9/14/2011,Huge 1BR in heart of East Village.,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,10,149,100.0
9/14/2011,Chic Industrial Apt next to CPark,Manhattan,Apartment,90.0,Entire home/apt,10029.0,2.0,1,62,209,92.0
9/14/2011,"Big, airy top-floor Manhattan apt!",Manhattan,Apartment,90.0,Entire home/apt,10034.0,2.0,1,8,98,91.0
9/14/2011,Bright apartment in LIC,Queens,Apartment,100.0,Entire home/apt,11101.0,2.0,1,2,92,100.0
9/14/2011,"Big, 15 mins Grand Central/Times Sq",Queens,Apartment,90.0,Entire home/apt,11104.0,1.0,1,0,95,94.0
9/14/2011,Bedroom with private bathroom,Brooklyn,Apartment,100.0,Private room,11206.0,2.0,1,1,69,100.0
9/15/2011,Luxury 1BR in Downtown Brooklyn,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,1.0,1,1,175,100.0
9/15/2011,Colorful Williamsburg apt w/patio!,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,17,198,93.0
9/15/2011,Williamsburg Luxury Apartment,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,2.0,1,1,180,100.0
9/15/2011,Amazing New 2 bed suit East Village,Manhattan,Apartment,90.0,Entire home/apt,10009.0,4.0,1,0,480,94.0
9/15/2011,"Brownstone apartment in Chelsea, NY",Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,0,385,94.0
9/15/2011,Harlem/Manhattan Classic Apartment,Manhattan,Apartment,90.0,Entire home/apt,10026.0,4.0,1,6,275,92.0
9/15/2011,Apartment 3,Manhattan,Apartment,90.0,Entire home/apt,10032.0,2.0,1,62,120,94.0
9/15/2011,Williamsburg Retro Goodness,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,103,70,93.0
9/15/2011,Williamsburg Retro Goodness 2,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,77,70,95.0
9/15/2011,Apartment 6,Manhattan,Apartment,95.0,Private room,10026.0,1.0,1,85,120,96.0
9/15/2011,Artsy Loft-like Harlem Apartment,Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,50,90,92.0
9/15/2011,Spacious Renovated Apt. in Harlem,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,2,40,100.0
9/16/2011,Charming 2-Bed in Heart of Chelsea!,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,0,250,94.0
9/16/2011,Avail this wkd: W Village 1BR,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,23,180,94.0
9/16/2011,Totally Super Cool Queens!!!,Queens,Apartment,80.0,Entire home/apt,11370.0,2.0,1,6,100,84.0
9/16/2011,Cosy studio steps from NYC skyline,Queens,Bed & Breakfast,100.0,Entire home/apt,11101.0,1.0,1,14,140,100.0
9/16/2011,Cozy room in a big city Brooklyn,Brooklyn,Apartment,85.0,Private room,11207.0,2.0,1,70,60,85.0
9/16/2011,Master bathroom in room. 2 beds.,Brooklyn,Apartment,90.0,Private room,11207.0,2.0,1,30,65,91.0
9/16/2011,Large Bedroom in Harlem,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,2,28,90.0
9/17/2011,Sunny Room in Prime Bedstuy,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,9,62,87.0
9/17/2011,Spacious Bedroom in Bushwick w/AC,Brooklyn,Apartment,90.0,Private room,11237.0,1.0,1,0,67,94.0
9/17/2011,20 min to Manhattan / Astoria House,Queens,House,85.0,Private room,11105.0,1.0,1,29,60,85.0
9/17/2011,20minToManhattan DoubleRoom Astoria,Queens,House,75.0,Private room,11105.0,2.0,1,11,95,78.0
9/17/2011,20minToManhattan Small Room Astoria,Queens,House,85.0,Private room,11105.0,1.0,1,26,55,88.0
9/18/2011,"Quiet, sunny, private apartment",Brooklyn,Apartment,85.0,Entire home/apt,11211.0,1.0,1,16,125,89.0
9/18/2011,Quintessential Brooklyn...!!,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,12,128,95.0
9/18/2011,Sunny cozy multilevelled apartment!,Staten Island,Apartment,90.0,Entire home/apt,10305.0,1.0,1,37,75,91.0
9/18/2011,The Notorious B.N.B  { Biggie },Brooklyn,House,95.0,Private room,11205.0,2.0,1,28,459,99.0
9/18/2011,The Notorious B.N.B { Swoon },Brooklyn,House,95.0,Private room,11205.0,1.0,1,36,279,97.0
9/18/2011,The Notorious B.N.B. { Erhart },Brooklyn,House,95.0,Private room,11205.0,1.0,1,60,239,98.0
9/18/2011,The Notorious B.N.B. { Erhart II },Brooklyn,House,95.0,Private room,11205.0,1.0,1,31,199,98.0
9/18/2011,The Notorious B.N.B. { Pfizer },Brooklyn,House,100.0,Private room,11205.0,1.0,1,2,329,100.0
9/18/2011,The Notorious B.N.B. { Pfizer II },Brooklyn,House,100.0,Private room,11205.0,1.0,1,2,269,100.0
9/18/2011,The Notorious B.N.B. {William H.},Brooklyn,House,100.0,Private room,11205.0,1.0,1,4,259,100.0
9/19/2011,Private loft with 2 beds /bathroom,Brooklyn,Apartment,90.0,Entire home/apt,10075.0,2.0,1,43,123,92.0
9/19/2011,New City View Studio - Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,34,150,98.0
9/19/2011,Cozy apartment great for families,Brooklyn,Apartment,100.0,Entire home/apt,11226.0,2.0,1,2,75,100.0
9/19/2011,Clean & Quiet 1.5BR Lower Manhattan,Manhattan,Apartment,85.0,Entire home/apt,10002.0,1.0,1,3,150,87.0
9/19/2011,Penthouse+Private Roof in Times Sq,Manhattan,Apartment,95.0,Entire home/apt,10018.0,1.0,1,16,200,96.0
9/19/2011,Artsy mastersuite with private bath,Brooklyn,Apartment,90.0,Private room,11221.0,1.0,1,0,63,94.0
9/19/2011,AFFORDABLE & COZY IN SUNSET PARK B1,Brooklyn,Apartment,85.0,Private room,11232.0,1.0,1,30,50,89.0
9/19/2011,Private Bedroom & PRIVATE Lounge!,Manhattan,Apartment,90.0,Private room,10003.0,1.0,1,0,90,94.0
9/20/2011,"BK Brownstone Floor,1 blck to train",Brooklyn,House,90.0,Entire home/apt,11238.0,1.0,1,0,125,94.0
9/20/2011,Entire 3Rd fl. 2BR-Avenue A -L.E.S,Manhattan,Apartment,95.0,Entire home/apt,10009.0,3.0,1,83,275,96.0
9/20/2011,Specious 1 BR in the heart of NYC!!,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,2,220,90.0
9/20/2011,Apartment share 4 blocks from NYC,Bronx,Apartment,80.0,Private room,10463.0,0.0,1,7,65,84.0
9/20/2011,TURQUOISE: One-Bedroom Apt. in Soho,Manhattan,Apartment,100.0,Private room,10012.0,2.0,1,1,190,100.0
9/20/2011,A Place to Call Home U.W.S.,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,0,85,94.0
9/21/2011,Fun Comfy & Cozy apt Near Subway,Brooklyn,Apartment,95.0,Entire home/apt,11206.0,2.0,1,14,165,97.0
9/21/2011,Comfortable Williamsburg 2 bed,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,0,150,94.0
9/21/2011,Brooklyn brownstone apartment,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,0,175,94.0
9/21/2011,"Your Haven Awaits At ""Emma's Place""",Brooklyn,House,95.0,Entire home/apt,11233.0,2.0,1,32,135,99.0
9/21/2011,5 Star Hotel Living in best area!!,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,0,450,94.0
9/21/2011,Cozy 1BR in Prime Chelsea,Manhattan,Apartment,95.0,Entire home/apt,10011.0,2.0,1,4,149,95.0
9/21/2011,Spacious 2 BR in West Village,Manhattan,Apartment,90.0,Entire home/apt,10014.0,2.0,1,2,279,94.0
9/21/2011,SERENE OASIS IN MIDTOWN MANHATTAN,Manhattan,Apartment,95.0,Entire home/apt,10022.0,2.0,1,5,250,95.0
9/21/2011,Lovely Large Upper Manhattan Apt,Manhattan,Apartment,95.0,Entire home/apt,10031.0,3.0,1,22,308,97.0
9/21/2011,REAL 2 BDR - Theatre District Base,Manhattan,Apartment,95.0,Entire home/apt,10036.0,2.0,1,6,350,96.0
9/21/2011,"Comfy, Cozy room in apt Near Subway",Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,29,110,99.0
9/21/2011,"A room in Clinton Hill, Brooklyn",Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,1,150,100.0
9/21/2011,Manhattan 1Bed. Rooftop! Backyard!!,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,4,108,95.0
9/21/2011,Modern Lower East Side Apartment,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,31,133,95.0
9/21/2011,SERENE OASIS IN MID-TOWN MANHATTAN,Manhattan,Apartment,95.0,Private room,10022.0,1.0,1,150,115,97.0
9/21/2011,NICE PRIVATE ROOM GREAT FOR 1-2,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,0,50,94.0
9/21/2011,75 STYLISH COSY ROOM BY SUBWAY,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,50,94.0
9/21/2011,BIG COZY ROOM BY SUBWAY R4,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,50,94.0
9/21/2011,BIG sunny ROOM BY SUBWAY,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,50,94.0
9/21/2011,CLEAN SUNNY ROOM BY SUBWAY RM2,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,50,94.0
9/21/2011,2 Rooms (+Priv.Bath) for Price of 1,Manhattan,Apartment,95.0,Private room,10036.0,2.0,1,5,128,96.0
9/21/2011,1BDR - Hell's Kitchen Hideaway,Manhattan,Apartment,95.0,Private room,10036.0,1.0,1,40,130,97.0
9/21/2011,NYC Bedroom w/ Private 1/2 bath,Queens,Apartment,90.0,Private room,11105.0,1.0,1,0,40,94.0
9/21/2011,Casa Ridgewood,Queens,Apartment,80.0,Private room,11385.0,1.0,1,2,45,80.0
9/21/2011,Queen Sleeper Sofa w/ Outdoor Deck,Brooklyn,Apartment,95.0,Shared room,11238.0,1.0,1,43,74,98.0
9/22/2011,Best Brooklyn Large 3+ BR (Ft Grn),Brooklyn,Apartment,100.0,Entire home/apt,11205.0,3.0,1,14,345,100.0
9/22/2011,Cozy/Spacious Apt in Crown Heights,Brooklyn,Apartment,100.0,Entire home/apt,11213.0,1.0,1,5,65,100.0
9/22/2011,FORT GREENE STUDIO,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,14,115,96.0
9/22/2011,Luxury Designer Downtown Apartment,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,31,399,92.0
9/22/2011,Amazing Greenwich Village Apartment,Manhattan,Apartment,95.0,Entire home/apt,10012.0,1.0,1,10,190,96.0
9/22/2011,Quiet 1BR Apt in West Village/NYU,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,69,169,97.0
9/22/2011,Sunny Corner One Bedroom in UWS!,Manhattan,Apartment,90.0,Entire home/apt,10023.0,1.0,1,0,216,94.0
9/22/2011,Upper West Side at Central Park,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,1,0,200,94.0
9/22/2011,STUNNING CONDO WITH PRIVATE GARDEN!,Manhattan,Apartment,90.0,Entire home/apt,10030.0,1.0,1,0,250,94.0
9/22/2011,NYC STUDIO/LOFT,Manhattan,Loft,85.0,Entire home/apt,10018.0,1.0,1,27,180,86.0
9/23/2011,"Huge, cool, contemporary 1 bed loft",Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,26,175,99.0
9/23/2011,Cozy Flat in Beautiful Park Slope,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,1,2,120,90.0
9/23/2011,Gorgeous 2 Bath Apt Near Subway,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,2.0,1,9,235,98.0
9/23/2011,Perfect Temporary Brooklyn Home,Brooklyn,Apartment,85.0,Entire home/apt,11225.0,1.0,1,33,135,88.0
9/23/2011,Cosy patio studio in Upper East,Manhattan,Apartment,90.0,Entire home/apt,10128.0,1.0,1,0,119,94.0
9/23/2011,fabuolus spacious apartment,Queens,Apartment,90.0,Entire home/apt,11368.0,1.0,1,0,80,94.0
9/23/2011,cozy 1 bedroom in  lovely Brooklyn,Brooklyn,Apartment,90.0,Private room,11218.0,1.0,1,0,70,94.0
9/23/2011,Prospect Park! Bikes! Garden! Clean,Brooklyn,Apartment,95.0,Private room,11226.0,1.0,1,37,78,95.0
9/23/2011,Park Slope livingroom/bedroom/bath,Brooklyn,Townhouse,95.0,Private room,11215.0,3.0,1,74,135,97.0
9/23/2011,Gorgeous Apt. near Times Square,Manhattan,Apartment,95.0,Private room,10019.0,1.0,1,105,114,98.0
9/23/2011,Spacious and Fabulous Bedroom!,Queens,Apartment,95.0,Private room,11368.0,1.0,1,26,55,95.0
9/23/2011,Private Room in E. Williamsburg,Brooklyn,Apartment,95.0,Shared room,11206.0,1.0,1,12,99,98.0
9/24/2011,2bdrm Luxury Apt Fort Greene Bklyn,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,3.0,1,141,175,90.0
9/24/2011,Top Floor 2bd Luxury Brownstone Apt,Brooklyn,House,90.0,Entire home/apt,11217.0,3.0,1,98,215,94.0
9/24/2011,Sunny 1BR in heart of East Village,Manhattan,Apartment,80.0,Entire home/apt,10009.0,1.0,1,1,145,80.0
9/24/2011,Beautiful/Great Studio Apartment!!,Manhattan,Apartment,90.0,Entire home/apt,10033.0,1.0,1,0,95,94.0
9/24/2011,Cozy Room With private 1/2 bath,Brooklyn,Apartment,95.0,Private room,11215.0,1.0,1,120,80,97.0
9/24/2011,"Fab, Spacious Room near Barclay's",Brooklyn,House,95.0,Private room,11217.0,1.0,1,69,90,96.0
9/25/2011,Summer in Williamsburg Brooklyn !,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,11,150,97.0
9/25/2011,Stuyvesant Heights Delight,Brooklyn,Apartment,90.0,Entire home/apt,11221.0,2.0,1,57,75,93.0
9/25/2011,Best Location btwn Un Sq/ Chelsea,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,30,175,98.0
9/25/2011,Upper East Side Alcove Studio,Manhattan,Apartment,100.0,Entire home/apt,10021.0,1.0,1,1,200,100.0
9/25/2011,GORGEOUS Condo with STUNNING View,Manhattan,Apartment,90.0,Entire home/apt,10029.0,4.0,1,70,218,92.0
9/25/2011,A large bedroom w private bathroom,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,0,100,94.0
9/25/2011,Wonderfully inviting East Village,Manhattan,Apartment,95.0,Private room,10009.0,1.0,1,104,90,96.0
9/25/2011,Large Bedroom - Heart of Downtown,Manhattan,Apartment,85.0,Private room,10013.0,1.0,1,34,125,88.0
9/26/2011,Cozy Artistic Apartment in Brooklyn,Brooklyn,Apartment,85.0,Entire home/apt,11205.0,1.0,1,52,145,87.0
9/26/2011,Cute 1 Bedroom Apt in Greenpoint,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,4,150,100.0
9/26/2011,Big 1 Bed Across From Prospect Park,Brooklyn,Apartment,95.0,Entire home/apt,11225.0,1.0,1,8,90,98.0
9/26/2011,Sunsets and skyline views. 1BR,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,1,1,150,100.0
9/26/2011,LUXURY WILLIAMSBURG LOFT,Brooklyn,Apartment,95.0,Entire home/apt,11249.0,2.0,1,7,250,97.0
9/26/2011,Comfortable Room in Crown Heights!,Brooklyn,Apartment,95.0,Private room,11216.0,1.0,1,12,85,95.0
9/26/2011,"Private room, home away from home",Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,0,65,94.0
9/26/2011,Gorgeous Bedroom + Private Bathroom,Manhattan,Apartment,95.0,Private room,10027.0,1.0,1,80,95,95.0
9/26/2011,Nice Little Room & Free Ferry Ride,Staten Island,Apartment,95.0,Private room,10301.0,1.0,1,59,59,98.0
9/26/2011,Authentic New York Vintage Home,Staten Island,House,95.0,Private room,10304.0,1.0,1,18,49,97.0
9/26/2011,Retro Style Living In New York City,Staten Island,House,100.0,Private room,10304.0,1.0,1,1,49,100.0
9/27/2011,Live Affordable and Nice in NYC,Brooklyn,Apartment,90.0,Entire home/apt,11212.0,6.0,1,1,103,91.0
9/27/2011,Party in NYC and Sleep in Brooklyn,Brooklyn,Apartment,90.0,Entire home/apt,11212.0,6.0,1,0,122,94.0
9/27/2011,"Sleep, BBQ, Lounge & Entertain NYC",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,0,111,94.0
9/27/2011,Your Home Away from Home in NYC,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,6.0,1,9,149,80.0
9/27/2011,"Top floor, light filled apartment.",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,2,179,94.0
9/27/2011,perfectly located 1 BR with garden,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,1.0,1,2,110,90.0
9/27/2011,"A Hop, Skip, Jump to Williamsburg",Brooklyn,Apartment,90.0,Entire home/apt,11238.0,3.0,1,0,105,94.0
9/27/2011,Walk 2 Prspct Prk & NYC $negotiable,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,3,159,98.0
9/27/2011,Walk 2 SoHo or Ride 2 Times Square,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,6.0,1,3,169,100.0
9/27/2011,"Huge factory loft, prime location",Brooklyn,Loft,90.0,Entire home/apt,11211.0,1.0,1,45,225,94.0
9/27/2011,Huge and Amazing 1BR Apt  ?????,Manhattan,Apartment,70.0,Entire home/apt,10011.0,3.0,1,2,185,74.0
9/27/2011,Prime West Village 1 Bedroom,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,5,225,100.0
9/27/2011,Spacious studio! Has everything :),Manhattan,Apartment,100.0,Entire home/apt,10016.0,1.0,1,2,143,100.0
9/27/2011,"Elegant Top-Floor 1Br Apt, Elevator",Manhattan,Apartment,100.0,Entire home/apt,10040.0,1.0,1,4,125,100.0
9/27/2011,Party in NYC or Relax in Brooklyn,Brooklyn,Apartment,90.0,Private room,11212.0,2.0,1,0,48,94.0
