host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_records,number_of_reviews,price,review_scores_rating
5/16/2015,"Garden 2BR, Historical Clinton Hill",Brooklyn,Apartment,100.0,Entire home/apt,11205.0,3.0,1,5,216,100.0
5/16/2015,Beautiful Apartment in Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,3.0,1,0,200,94.0
5/16/2015,Bright Airy Huge 1 Bedroom,Brooklyn,Apartment,90.0,Entire home/apt,11209.0,1.0,1,3,112,93.0
5/16/2015,"Cozy ""Jr."" 1B, historic brownstone",Brooklyn,Apartment,85.0,Entire home/apt,11216.0,1.0,1,3,110,87.0
5/16/2015,A Victorian house,Brooklyn,House,90.0,Entire home/apt,11226.0,2.0,1,0,120,94.0
5/16/2015,Cozy & Clean West Village 1BR,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,5,275,100.0
5/16/2015,"Wyndham Midtown 45, Times Square",Manhattan,Condominium,90.0,Entire home/apt,10017.0,1.0,1,0,495,94.0
5/16/2015,"LUXUARY Large New Secure 2 BED, 2BA",Queens,Apartment,90.0,Entire home/apt,11354.0,3.0,1,0,220,94.0
5/16/2015,Brooklyn Creative Snooze Factory,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,22,65,94.0
5/16/2015,Giant Light-Filled Room in East Vil,Manhattan,Apartment,100.0,Private room,10009.0,1.0,1,3,62,100.0
5/16/2015,Charming room in spacious/sunny apt,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,1,59,100.0
5/16/2015,Sunny and Spacious Uptown Apartment,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,4,50,100.0
5/16/2015,Comfortable 1 bedroom available,Manhattan,Apartment,80.0,Private room,10029.0,1.0,1,5,75,80.0
5/16/2015,Cozy musician friendly room.,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,1,70,94.0
5/16/2015,Private Room w/ Terrace,Manhattan,Townhouse,95.0,Private room,10023.0,1.0,1,4,95,95.0
5/16/2015,"Spacious, Peaceful Room",Queens,Apartment,100.0,Private room,11373.0,3.0,1,3,73,100.0
5/16/2015,Full bed in living room,Manhattan,Apartment,85.0,Shared room,10128.0,1.0,1,9,115,87.0
5/17/2015,"Studio in Bushwick, Brooklyn",Brooklyn,Apartment,100.0,Entire home/apt,11221.0,1.0,1,1,92,100.0
5/17/2015,"Large, comfy, positively eclectic",Brooklyn,Apartment,90.0,Entire home/apt,11230.0,2.0,1,0,80,94.0
5/17/2015,Artist Loft in Luxury Building,Brooklyn,Apartment,100.0,Entire home/apt,11237.0,2.0,1,4,105,100.0
5/17/2015,Unique Apartment in Red Hook,Brooklyn,Townhouse,90.0,Entire home/apt,11231.0,1.0,1,3,160,93.0
5/17/2015,Luxury Apt w/view of Empire State,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,0,300,94.0
5/17/2015,Spacious Downtown Studio,Manhattan,Apartment,90.0,Entire home/apt,10006.0,1.0,1,2,115,90.0
5/17/2015,"Park View, Large Windows Studio",Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,5,119,100.0
5/17/2015,Charming 1 Bdrm in East Village,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,4,132,100.0
5/17/2015,Two-Bedroom Chelsea Apartment,Manhattan,Apartment,100.0,Entire home/apt,10011.0,2.0,1,1,210,100.0
5/17/2015,Soho Carrie Bradshaw Worthy Apt,Manhattan,Apartment,100.0,Entire home/apt,10012.0,1.0,1,1,249,100.0
5/17/2015,Charming SoHo/Nolita studio,Manhattan,Apartment,90.0,Entire home/apt,10013.0,1.0,1,0,180,94.0
5/17/2015,Great 1 Bedroom West Village Apt!,Manhattan,Apartment,100.0,Entire home/apt,10014.0,2.0,1,3,269,100.0
5/17/2015,Upper East Side Haven,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,1,200,100.0
5/17/2015,15 min from Times Square,Manhattan,Apartment,90.0,Entire home/apt,10031.0,1.0,1,0,99,94.0
5/17/2015,Entire Suite-River and Bridge Views,Manhattan,Apartment,100.0,Entire home/apt,10032.0,2.0,1,1,150,100.0
5/17/2015,Spacious apartment in east Harlem!,Manhattan,Apartment,100.0,Entire home/apt,10035.0,3.0,1,1,100,100.0
5/17/2015,Luxury Studio in Times Square,Manhattan,Apartment,80.0,Entire home/apt,10036.0,1.0,1,1,200,80.0
5/17/2015,Upper East Side Near Park and River,Manhattan,Apartment,80.0,Entire home/apt,10075.0,1.0,1,1,120,80.0
5/17/2015,Forest Hills home shares it wonders,Queens,House,100.0,Entire home/apt,11375.0,2.0,1,1,225,100.0
5/17/2015,Sunny Bedroom in Brooklyn Loft,Queens,Loft,100.0,Entire home/apt,11237.0,1.0,1,1,55,100.0
5/17/2015,Cozy room water view 30 min from NY,Bronx,Apartment,100.0,Private room,10465.0,2.0,1,3,79,100.0
5/17/2015,Cozy room in Bushwick,Brooklyn,Apartment,90.0,Private room,11221.0,1.0,1,0,60,94.0
5/17/2015,"Big private room, close to beach",Brooklyn,Apartment,90.0,Private room,11235.0,1.0,1,0,75,94.0
5/17/2015,HUGE East Village 3BR w. Priv.Patio,Manhattan,Apartment,85.0,Private room,10003.0,1.0,1,3,86,87.0
5/17/2015,HUGE East Village 3BR w/Priv. Patio,Manhattan,Apartment,90.0,Private room,10003.0,1.0,1,0,100,94.0
5/17/2015,Lovely West Village (Rooftop & Gym),Manhattan,Apartment,90.0,Private room,10014.0,1.0,1,0,150,94.0
5/17/2015,Comfy Apt w Patio! Prime Location!,Manhattan,Apartment,100.0,Private room,10018.0,1.0,1,1,115,100.0
5/17/2015,City Gem - Brand New Room in 2br,Manhattan,Apartment,100.0,Private room,10031.0,1.0,1,1,79,100.0
5/17/2015,a sunny private room,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,3,50,93.0
5/17/2015,Luxury Suite-Water and Bridge Views,Manhattan,Apartment,100.0,Private room,10032.0,1.0,1,1,76,100.0
5/17/2015,Single room in Riverside Suite,Manhattan,Apartment,100.0,Private room,10032.0,1.0,1,2,60,100.0
5/17/2015,Charming 1Bedroom With Amazing View,Queens,House,90.0,Private room,11418.0,1.0,1,0,45,94.0
5/18/2015,Sunny 1 Bedroom with Bath,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,5,150,96.0
5/18/2015,Quiet & Sunny W'burg/Greenpoint Apt,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,4,160,100.0
5/18/2015,Spacious One Bedroom Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11225.0,1.0,1,0,140,94.0
5/18/2015,"Magical Oasis in cool Bushwick, BK",Brooklyn,Apartment,100.0,Entire home/apt,11237.0,2.0,1,10,155,100.0
5/18/2015,Luxury Manhattan Penthouse,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,0,425,94.0
5/18/2015,"charming, cozy, eco-friendly",Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,10,180,94.0
5/18/2015,Great Views - NYC Studio,Manhattan,Apartment,80.0,Entire home/apt,10004.0,1.0,1,1,139,80.0
5/18/2015,luxury sunny downtown entire APT,Manhattan,Apartment,90.0,Entire home/apt,10005.0,2.0,1,0,189,94.0
5/18/2015,DESIGNER ARTIST LOFT - Little Italy,Manhattan,Apartment,85.0,Entire home/apt,10013.0,2.0,1,3,475,87.0
5/18/2015,West Village Studio,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,0,200,94.0
5/18/2015,LOVELY 1BR Heart of West Village!,Manhattan,Apartment,95.0,Entire home/apt,10014.0,2.0,1,4,325,95.0
5/18/2015,Upper West Side Haven,Manhattan,Apartment,100.0,Entire home/apt,10023.0,2.0,1,3,230,100.0
5/18/2015,"Spacious One Bedroom Apartment, UES",Manhattan,Apartment,90.0,Entire home/apt,10028.0,2.0,1,0,160,94.0
5/18/2015,Charming & Comfy HomeAway From Home,Manhattan,Apartment,80.0,Entire home/apt,10029.0,3.0,1,14,175,83.0
5/18/2015,Sunny Bohemian Tasteful East Harlem,Manhattan,Apartment,85.0,Entire home/apt,10029.0,1.0,1,9,140,88.0
5/18/2015,Nice and cozy manhattan uptown 1/b,Manhattan,Apartment,50.0,Entire home/apt,10031.0,3.0,1,3,120,53.0
5/18/2015,Accessible studio apt on the UES,Manhattan,Apartment,95.0,Entire home/apt,10065.0,1.0,1,10,145,96.0
5/18/2015,"Cosy 1 Bed in UES, Manhattan",Manhattan,Apartment,90.0,Entire home/apt,10075.0,1.0,1,0,130,94.0
5/18/2015,COZY PLACE WITH A NICE GAY MALE,Manhattan,Apartment,90.0,Private room,10001.0,1.0,1,2,75,90.0
5/18/2015,L.E.S. / Chinatown,Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,2,89,90.0
5/18/2015,In the heart of Greenwich village!,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,12,125,90.0
5/18/2015,"NEW West Village Huge Apt, Terrace",Manhattan,Apartment,90.0,Private room,10014.0,2.0,1,0,178,94.0
5/18/2015,Private Room/Time Sqaure,Manhattan,Apartment,100.0,Private room,10018.0,1.0,1,2,105,100.0
5/18/2015,Midtown West,Manhattan,Apartment,100.0,Private room,10019.0,1.0,1,1,70,100.0
5/18/2015,2 bdrm near Columbia.GREAT LOCATION,Manhattan,Apartment,90.0,Private room,10025.0,2.0,1,0,200,94.0
5/18/2015,Sunny Private Bedroom East Harlem,Manhattan,Apartment,90.0,Private room,10029.0,1.0,1,3,100,93.0
5/18/2015,Cozy Private Bedroom in 2 bed apt.,Manhattan,Apartment,90.0,Private room,10029.0,1.0,1,9,80,91.0
5/18/2015,Beautiful newly renovated apartment,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,80,94.0
5/18/2015,Private Room in Gorgeous Apartment,Manhattan,Apartment,60.0,Private room,10031.0,1.0,1,1,65,60.0
5/18/2015,2 private rooms in midtown,Manhattan,Apartment,90.0,Private room,10036.0,2.0,1,0,240,94.0
5/18/2015,Cozy and private room in Midtown,Manhattan,Apartment,90.0,Private room,10036.0,1.0,1,13,125,92.0
5/18/2015,Private Room in Midtown,Manhattan,Apartment,85.0,Private room,10036.0,1.0,1,13,120,86.0
5/18/2015,Private  house with nice bedroom!!!,Queens,Apartment,100.0,Private room,11103.0,1.0,1,4,75,100.0
5/18/2015,Beautiful luxury apt,Queens,Apartment,90.0,Private room,11432.0,1.0,1,0,90,94.0
5/18/2015,NICE COLONIAL OLD WORLD CHARM,Staten Island,House,100.0,Private room,10301.0,3.0,1,1,60,100.0
5/19/2015,Studio Apt With Backyard,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,7,95,94.0
5/19/2015,Brooklyn B and B,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,7,115,94.0
5/19/2015,Naomi's  B and B 1,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,8,115,90.0
5/19/2015,Naomi's B and B,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,11,115,93.0
5/19/2015,View of the Empire State,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,0,225,94.0
5/19/2015,Classic Parlor Level Brownstone,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,1,265,100.0
5/19/2015,Look no further!,Manhattan,Apartment,90.0,Entire home/apt,10004.0,1.0,1,2,180,90.0
5/19/2015,Garden Apt.,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,0,200,94.0
5/19/2015,Bright & sunny in prime Flatiron,Manhattan,Apartment,100.0,Entire home/apt,10010.0,2.0,1,2,250,100.0
5/19/2015,"Spacious, Centrally Located Chelsea",Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,2,200,90.0
5/19/2015,Best Location in the City!,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,6,135,97.0
5/19/2015,priv. 3bdr Nolita apt trendy&clean,Manhattan,Apartment,90.0,Entire home/apt,10012.0,3.0,1,0,400,94.0
5/19/2015,PRIME Nolita Studio - NEW & CLEAN,Manhattan,Apartment,90.0,Entire home/apt,10012.0,1.0,1,0,200,94.0
5/19/2015,2Bd in Luxury Full-Service Building,Manhattan,Apartment,100.0,Entire home/apt,10016.0,2.0,1,1,210,100.0
5/19/2015,2 Bedroom Apt- Midtown East,Manhattan,Apartment,70.0,Entire home/apt,10022.0,3.0,1,2,267,70.0
5/19/2015,Elevator & Doorman Midtown East 1BD,Manhattan,Apartment,100.0,Entire home/apt,10022.0,3.0,1,1,182,100.0
5/19/2015,Bright 1 bed Upper East Side,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,1,130,100.0
5/19/2015,Cozy 1BD | 15 min. to Grand Central,Queens,Apartment,100.0,Entire home/apt,11104.0,1.0,1,2,85,100.0
5/19/2015,Sunny Crown Heights Room,Brooklyn,Apartment,100.0,Private room,11216.0,1.0,1,1,35,100.0
5/19/2015,"Sunny Private Room, & bath",Brooklyn,Apartment,95.0,Private room,11221.0,1.0,1,11,79,96.0
5/19/2015,Bright Nordic Serenity in Brooklyn,Brooklyn,Apartment,90.0,Private room,11230.0,2.0,1,0,70,94.0
5/19/2015,"Cozy private room in Brooklyn, NY.",Brooklyn,Apartment,95.0,Private room,11230.0,1.0,1,9,50,98.0
5/19/2015,Duplex Bedroom w/Private Rooftop,Brooklyn,Apartment,100.0,Private room,11231.0,1.0,1,3,99,100.0
5/19/2015,Spacious room w/private roof deck,Brooklyn,Apartment,65.0,Private room,11231.0,2.0,1,4,99,67.0
5/19/2015,Bel appartement meublé de 75m2,Brooklyn,Apartment,90.0,Private room,11233.0,1.0,1,0,30,94.0
5/19/2015,Bedroom in Crown Heights Brooklyn,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,1,100,100.0
5/19/2015,Chelsea 1 Subway Penn Station,Manhattan,Apartment,90.0,Private room,10001.0,2.0,1,9,115,93.0
5/19/2015,Private RM in Heart of East Village,Manhattan,Apartment,100.0,Private room,10009.0,1.0,1,1,99,100.0
5/19/2015,Private Room UWS great location,Manhattan,Apartment,100.0,Private room,10025.0,1.0,1,3,50,100.0
5/19/2015,2 Couch's - Washington Heights,Manhattan,Apartment,90.0,Private room,10033.0,1.0,1,0,80,94.0
5/19/2015,Amazing Times Square Apartment,Manhattan,Apartment,60.0,Private room,10036.0,1.0,1,1,150,60.0
5/19/2015,Bdrm w/ Private Entrance+Bathroom,Manhattan,Apartment,90.0,Private room,10128.0,1.0,1,0,120,94.0
5/19/2015,Airy Living Room | 15 min. to GC,Queens,Apartment,100.0,Shared room,11104.0,1.0,1,1,50,100.0
5/20/2015,park slope duplex with yard,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,2.0,1,0,250,94.0
5/20/2015,1 bedroom apt in pvt 2 fam house,Brooklyn,House,90.0,Entire home/apt,11213.0,2.0,1,0,150,94.0
5/20/2015,Full apt w/ quiet bedroom in back!,Manhattan,Apartment,95.0,Entire home/apt,10002.0,2.0,1,7,230,97.0
5/20/2015,Luxury Apt in Financial District,Manhattan,Apartment,90.0,Entire home/apt,10005.0,1.0,1,0,275,94.0
5/20/2015,Spacious Studio in Chelsea,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,0,200,94.0
5/20/2015,1 Bdrm Apartment in Little Italy,Manhattan,Apartment,90.0,Entire home/apt,10013.0,1.0,1,0,125,94.0
5/20/2015,Murray Hill Jem,Manhattan,Apartment,100.0,Entire home/apt,10016.0,1.0,1,1,225,100.0
5/20/2015,Huge duplex apartment with garden!,Manhattan,Apartment,90.0,Entire home/apt,10022.0,3.0,1,7,299,94.0
5/20/2015,One bedroom and one living room,Manhattan,Apartment,90.0,Entire home/apt,10027.0,2.0,1,0,135,94.0
5/20/2015,1BR Upper East -- Close to Park!,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,1,0,300,94.0
5/20/2015,Cozy 1BR,Manhattan,Apartment,90.0,Entire home/apt,10032.0,1.0,1,0,125,94.0
5/20/2015,BK Magic! groovy room/friendly vibe,Brooklyn,Apartment,100.0,Private room,11205.0,1.0,1,6,50,100.0
5/20/2015,The Most Convenient Apartment,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,79,94.0
5/20/2015,Spacious Private Room,Brooklyn,Apartment,90.0,Private room,11215.0,1.0,1,0,300,94.0
5/20/2015,Bright Corner Room in 3 bedroom apt,Brooklyn,Apartment,100.0,Private room,11221.0,1.0,1,1,50,100.0
5/20/2015,"Large, sunlit Greenpoint apartment",Brooklyn,Apartment,90.0,Private room,11222.0,1.0,1,0,100,94.0
5/20/2015,"Big bed in Bushwick, + garden sun!",Brooklyn,Apartment,80.0,Private room,11237.0,1.0,1,1,60,80.0
5/20/2015,Cozy Apt in Bushwick,Brooklyn,Apartment,90.0,Private room,11237.0,1.0,1,0,80,94.0
5/20/2015,Manhattan Skyline from your window!,Brooklyn,Apartment,90.0,Private room,11237.0,1.0,1,2,60,90.0
5/20/2015,XL Private BR Heart of Park Slope,Brooklyn,House,90.0,Private room,11215.0,1.0,1,3,135,93.0
5/20/2015,Cute private room in Little Italy,Manhattan,Apartment,90.0,Private room,10013.0,1.0,1,0,95,94.0
5/20/2015,Charming Room on Morningside Park,Manhattan,Apartment,80.0,Private room,10026.0,1.0,1,1,95,80.0
5/20/2015,Harlem Home Away From Home,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,0,65,94.0
5/20/2015,Spacious apt steps from subway,Manhattan,Apartment,90.0,Private room,10032.0,1.0,1,0,90,94.0
5/20/2015,Historic West Harlem Brownstone,Manhattan,Townhouse,90.0,Private room,10027.0,1.0,1,0,149,94.0
5/20/2015,New Dorp Beach,Staten Island,House,100.0,Private room,10306.0,1.0,1,1,45,100.0
5/20/2015,Small  one  bedroom,Staten Island,House,90.0,Private room,10306.0,1.0,1,0,35,94.0
5/21/2015,Trendy 2B in Williamsburg off the L,Brooklyn,Apartment,80.0,Entire home/apt,11206.0,2.0,1,5,200,84.0
5/21/2015,Charming Brooklyn Studio,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,6,116,93.0
5/21/2015,Modern 1 BR in Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,0,190,94.0
5/21/2015,A beautiful and friendly beach area,Brooklyn,Apartment,100.0,Entire home/apt,11235.0,1.0,1,1,125,100.0
5/21/2015,Cozy Relaxing Fort Greene Apt.,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,1.0,1,5,130,100.0
5/21/2015,Spacious Lower East Side Apartment,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,0,400,94.0
5/21/2015,Spacious 1BR - Perfect for a Couple,Manhattan,Apartment,80.0,Entire home/apt,10009.0,1.0,1,1,139,80.0
5/21/2015,Most Fabulous of New York City,Manhattan,Apartment,90.0,Entire home/apt,10013.0,3.0,1,0,370,94.0
5/21/2015,Stunning NYC Downtown Luxury,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,0,400,94.0
5/21/2015,Cozy West Village Studio,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,1,148,100.0
5/21/2015,Steps to Grand Central! Large 1BDR,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,0,199,94.0
5/21/2015,LARGE FURNISHED STUDIO WITH DOORMAN,Manhattan,Apartment,40.0,Entire home/apt,10022.0,1.0,1,2,189,40.0
5/21/2015,Modern 1BR w/Washer & Dryer in Unit,Manhattan,Apartment,100.0,Entire home/apt,10031.0,2.0,1,4,150,100.0
5/21/2015,Quiet upper east side one bedroom,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,1,179,100.0
5/21/2015,Spacious 1 Bedroom w/ Private Roof,Manhattan,Apartment,95.0,Entire home/apt,10128.0,1.0,1,7,180,97.0
5/21/2015,1 bedroom apartment,Manhattan,Apartment,90.0,Entire home/apt,10128.0,1.0,1,0,120,94.0
5/21/2015,Comfortable Designed Studio,Manhattan,Condominium,85.0,Entire home/apt,10019.0,1.0,1,3,199,87.0
5/21/2015,"City view, Long Island City 1 BR",Queens,Apartment,85.0,Entire home/apt,11101.0,2.0,1,4,210,85.0
5/21/2015,Small Cozy Private Room in Brooklyn,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,2,75,90.0
5/21/2015,Park Slope 3rd Floor Walk-up 1bed,Brooklyn,Apartment,90.0,Private room,11215.0,2.0,1,0,125,94.0
5/21/2015,Beautiful room in Bushwick,Brooklyn,Apartment,90.0,Private room,11221.0,1.0,1,0,45,94.0
5/21/2015,"near CU, 15*15 bedroom size",Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,0,75,94.0
5/21/2015,A Slice of Harlem,Manhattan,Apartment,85.0,Private room,10030.0,2.0,1,8,80,85.0
5/21/2015,Harlem living,Manhattan,Apartment,80.0,Private room,10030.0,1.0,1,6,69,83.0
5/21/2015,Harlem Oasis,Manhattan,Apartment,75.0,Private room,10030.0,2.0,1,14,74,76.0
5/21/2015,Harlem Vacation,Manhattan,Apartment,80.0,Private room,10030.0,2.0,1,3,74,80.0
5/21/2015,Room at Sarah's Place -Females Only,Manhattan,Apartment,100.0,Private room,10034.0,1.0,1,1,70,100.0
5/21/2015,Private bedroom in Manhattan,Manhattan,Apartment,90.0,Private room,10035.0,1.0,1,0,75,94.0
5/21/2015,Sofa Bed to crash,Manhattan,Apartment,60.0,Private room,10035.0,1.0,1,5,55,60.0
5/21/2015,Cozy Room Minutes from Times Square,Manhattan,Apartment,90.0,Private room,10036.0,1.0,1,9,120,93.0
5/21/2015,Your FURRY Friend is Welcome!,Manhattan,Apartment,100.0,Private room,10040.0,2.0,1,1,55,100.0
5/21/2015,Rhapsody in Broadway,Manhattan,Apartment,100.0,Shared room,10019.0,1.0,1,1,85,100.0
5/21/2015,Air Bed (to crash),Manhattan,Apartment,65.0,Shared room,10035.0,1.0,1,18,32,68.0
5/22/2015,"Cozy, Quiet apt on Eastern Parkway",Brooklyn,Apartment,95.0,Entire home/apt,11216.0,1.0,1,10,130,96.0
5/22/2015,Fabulous location in Ditmas Park,Brooklyn,Apartment,90.0,Entire home/apt,11218.0,4.0,1,0,120,94.0
5/22/2015,3BR Williamsburg Duplex w/Backyard,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,4.0,1,2,375,90.0
5/22/2015,NEWLY RENOVATED - Heart of Downtown,Manhattan,Apartment,80.0,Entire home/apt,10002.0,3.0,1,5,350,84.0
5/22/2015,Spacious 1 bedroom with doorman!!,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,0,200,94.0
5/22/2015,True 1BD in Heart of East Village!,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,0,199,94.0
5/22/2015,Breathtaking views - 47th Floor,Manhattan,Apartment,100.0,Entire home/apt,10019.0,2.0,1,1,300,100.0
5/22/2015,Nice Apartment in 107th St near CU,Manhattan,Apartment,90.0,Entire home/apt,10025.0,3.0,1,0,140,94.0
5/22/2015,"Large, charming studio on UWS",Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,2,140,90.0
5/22/2015,Riverside and 160th--Long Stay,Manhattan,Apartment,100.0,Entire home/apt,10032.0,2.0,1,1,200,100.0
5/22/2015,Upper East Side 1 bedroom apartment,Manhattan,Apartment,100.0,Entire home/apt,10065.0,1.0,1,2,120,100.0
5/22/2015,UES Serenity & Midtown Convenience,Manhattan,Apartment,90.0,Entire home/apt,10065.0,2.0,1,7,150,91.0
5/22/2015,Upper East Side-One Bedroom,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,2,120,100.0
5/22/2015,Full Floor Loft Flatiron/Gramercy,Manhattan,Loft,100.0,Entire home/apt,10010.0,2.0,1,1,275,100.0
5/22/2015,Warm and Cozy in Astoria,Queens,Apartment,100.0,Entire home/apt,11105.0,2.0,1,1,140,100.0
5/22/2015,1 bedroom in a 4 bedroom apt,Brooklyn,Apartment,90.0,Private room,11213.0,1.0,1,2,40,90.0
5/22/2015,Cozy Room in Brooklyn,Brooklyn,Apartment,70.0,Private room,11221.0,1.0,1,2,65,70.0
5/22/2015,Private floor and garden in Gowanus,Brooklyn,House,95.0,Private room,11215.0,1.0,1,8,80,95.0
5/22/2015,Sep10-20 Opn Sunny 1Br East Village,Manhattan,Apartment,100.0,Private room,10003.0,1.0,1,2,150,100.0
5/22/2015,Great room perfect for students,Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,0,80,94.0
5/22/2015,"Spacious, private UES room",Manhattan,Apartment,100.0,Private room,10128.0,1.0,1,2,52,100.0
5/22/2015,Spacious and Sunny NYC Bedroom,Queens,Apartment,90.0,Private room,11104.0,1.0,1,7,64,91.0
5/22/2015,Clean safe secure bdrm in Astoria!!,Queens,Apartment,90.0,Private room,11105.0,1.0,1,0,80,94.0
5/22/2015,Comfortable sofa bed available !!!!,Queens,Apartment,90.0,Private room,11105.0,1.0,1,0,60,94.0
5/23/2015,"Cozy, Spacious Bedstuy Pad",Brooklyn,Apartment,100.0,Entire home/apt,11205.0,1.0,1,1,85,100.0
5/23/2015,Charming Park Slope 1BR w/ Patio,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,2.0,1,8,140,98.0
5/23/2015,Sunny & Private Furnished Studio,Brooklyn,Apartment,100.0,Entire home/apt,11233.0,1.0,1,1,80,100.0
5/23/2015,Luxury NYC Apartment in TriBeCa,Manhattan,Apartment,90.0,Entire home/apt,10007.0,1.0,1,0,275,94.0
5/23/2015,Tribeca,Manhattan,Apartment,90.0,Entire home/apt,10013.0,1.0,1,0,235,94.0
5/23/2015,Large luxury Studio@Columbus Circle,Manhattan,Apartment,40.0,Entire home/apt,10019.0,1.0,1,1,150,40.0
5/23/2015,Large Studio on the Upper East Side,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,1,120,100.0
5/23/2015,Renovated 2BD in Midtown West,Manhattan,Apartment,100.0,Entire home/apt,10036.0,2.0,1,2,150,100.0
5/23/2015,Lovely 1BR in full service bldg UES,Manhattan,Apartment,95.0,Entire home/apt,10128.0,1.0,1,5,150,96.0
5/23/2015,Charming UES apt for your NYC stay,Manhattan,Apartment,85.0,Entire home/apt,10128.0,1.0,1,5,140,88.0
5/23/2015,Amazing studio heart of Manhattan!,Manhattan,Loft,90.0,Entire home/apt,10025.0,1.0,1,9,80,90.0
5/23/2015,Fully renovated and modern home,Brooklyn,House,90.0,Private room,11208.0,1.0,1,0,180,94.0
5/23/2015,Fully renovated and modern home,Brooklyn,House,80.0,Private room,11208.0,1.0,1,1,180,80.0
5/23/2015,Cozy 1 Bedroom Apt in Midtown East,Manhattan,Apartment,90.0,Private room,10017.0,1.0,1,17,99,93.0
5/23/2015,Charming private room in a 3beds,Queens,House,90.0,Private room,11101.0,2.0,1,0,75,94.0
5/24/2015,"Beautiful, Multi Level, Bright Loft",Brooklyn,Loft,80.0,Entire home/apt,11206.0,2.0,1,1,205,80.0
5/24/2015,Smart/Elegant Gramercy Pad,Manhattan,Apartment,90.0,Entire home/apt,10010.0,1.0,1,0,199,94.0
5/24/2015,Studio Apt - Midtown East,Manhattan,Apartment,90.0,Entire home/apt,10022.0,1.0,1,0,99,94.0
5/24/2015,"Waterfront Studio, 1 stop Grand Cen",Queens,Apartment,90.0,Entire home/apt,11101.0,1.0,1,0,160,94.0
5/24/2015,Jacuzzi tub apt  NYC/LAG/JFK,Queens,Apartment,90.0,Entire home/apt,11367.0,2.0,1,0,205,94.0
5/24/2015,Cozy 1 bedroom in a quiet neighborh,Queens,Apartment,100.0,Entire home/apt,11370.0,1.0,1,9,99,100.0
5/24/2015,Large Private Room 3 windows,Bronx,Apartment,80.0,Private room,10467.0,1.0,1,2,46,80.0
